Title,Description,Price,PCode
"Televizor Orava LT-1235, 50"" (128cm), 4K UHD, i zi"," Përshkrimi i produktit  Orava LT-1235 është një televizor 50"" LED me rezolucion 4K UHD (3840 x 2160). Përveç fotografisë së shkëlqyeshme, do të shijoni edhe një tingull të mirë në këtë televizor që do t’ju tërheqë fjalë për fjalë në aksion. Sigurisht që ekziston edhe një lidhës USB ose një funksion praktik i kontrollit prindëror. Televizori është i zgjuar, kështu që madje mund të shikoni rrjetet sociale. Televizori ka një port USB për bashkëngjitjen e një hard disku ose flash drive (USB), kështu që ju mund të luani filma, festa ose ngjarje në grup me familjen dhe miqtë, ose të luani këngë për rehati maksimale në shtëpi. Koha e ulët e përgjigjes siguron që televizori juaj nuk do të ketë asnjë problem me shfaqjen me cilësi të lartë të skenave të shpejta kur shikoni filma aksion, sporte ose luani lojëra. Televizori gjithashtu ka të integruar Wi-Fi, duke ju lejuar të lidhni televizorin tuaj SMART me internet pa kabllo të panevojshme që thjesht ndërhyjnë, ngatërrojnë dhe bezdisin dizajnin e përgjithshëm të televizorit. Televizori është një investim i shkëlqyeshëm për të ardhmen me akorduesin HEVC 265 T2, kështu që do të jeni gati të ndryshoni nga DVBT në DVB T2 në HEVC 265. Ky televizor është i pajtueshëm me VESA. Dimensione e tij duke përfshirë mbajtësen janë 111.2 x 70.9 x 25.7 cm dhe pesha 10.6 kg.   ",432.72,270819
"Televizor Sencor SLE 3229TCS, 32"" (80cm), HD, i zi"," Përshkrimi i produktit  Ky është një televizor LED me diagonale 32 "" (80 cm) dhe rezolucion HD Ready (1366 x 768 px). Ky model posedon këta marrës DVB-C/T/T2/S/S2. Televizori mund të punojë dhe të regjistrojë në një disk USB. Ka përgjigje prej 8.5 ms kurse këndet e shikimit janë 178° / 178°. Ky model ka edhe shtypjen dinamike të zhurmës. Fuqia e zërimit është 2x 5 W. Ky model ka edhe funksionet: TimeShift, EPG, teletekst, orë, kohëmatës, kontroll prindëror dhe modalitet të hotelit. Mbështet VESA 100 x 100.   ",188.55,306257
"Televizior LG 50UN8000 - 50 "" (126cm)"," Përshkrimi i produktit  LG 50UN8000 është një televizor i zgjuar dhe i fuqishëm që i çon të gjitha veprimet në një nivel krejt të ri - shikimi i filmave, dëgjimi i muzikës ose thjesht luajtja e lojërave, e gjithë kjo merr një dimension të ri, të jashtëzakonshëm falë TV LG. Pavarësisht nëse jeni duke parë një shfaqje të zakonshme, një film, një ndeshje sportive apo duke luajtur lojëra, gjithnjë mund të shikoni përpara për një pamje reale dhe reale plot edhe me detaje më të mira dhe ngjyra të gjalla! Procesori i televizorit mund të përmirësojë gjithçka që po shikoni. Një imazh me një rezolucion më të ulët se 4K shndërrohet nga procesori në një cilësi sa më afër një rezolucioni me cilësi të lartë 4K, për këtë qëllim, procesori heq zhurmën nga imazhi dhe krijon ngjyra dhe kontrast më dinamik. TV nuk është vetëm për të parë filma pasivë, por mund të përdoret si një zëvendësim për një monitor të rregullt kompjuteri. Shikoni ndeshjen e ekipit tuaj të preferuar në ekran në cilësinë më të lartë të mundshme, kudo që të uleni! TV mbështet ekran me ngjyra të larta edhe nga kënde të gjera të shikimit, dmth. se nuk ka rëndësi nëse jeni ulur në këndin e djathtë apo të majtë të shtratit, sepse nga çdo kënd do të shihni gjithçka gjithnjë me cilësi perfekte. Përveç kësaj, një bonus i këndshëm për TV është funksioni praktik i alarmit sportiv, i cili ju informon para, gjatë ose pas ndeshjes për momente të rëndësishme në ndeshje, edhe nëse jeni duke parë diçka tjetër. TV mund të kujdeset për argëtimin tuaj falë shërbimeve streaming Netflix, YouTube, Disney + dhe do t'ju ndihmojë të kontrolloni pajisjet tuaja shtëpiake. Ka lloj të akorduesit DVB-C / T2 / S2. Funksionet e figurës: HDR10, HLG, HEVC (kodek H.265), VP9, HGiG, 4K upscaler, modaliteti Auto Low Latency dhe modaliteti FilmMaker. Audio: Sistemi i altoparlantëve 2.0k, fuqi 20W. Funksionet inteligjente: shfletuesi i internetit, pajtueshmëria me aplikacionin LG ThinQ, OS webOS Smart TV, LG ThinQ, LG Home Dashboard. Mbështetje për Google Assistant, Amazon Alexa, Apple AirPlay 2, regjistrim TV, tastierë, lidhje me maus, Bluetoothv5.0, Apple HomeKit, qasje të shpejtë në aplikacione, lidhje telefonike. DLNA, Wi-Fi, Miracast. Kontrollues magjik. VESA 200 x 200. Klasa energjetike G.   ",459.5,312271
"Televizior Philips 65OLED935 - 65 "" (164cm)"," Përshkrimi i produktit  Televiziori është i pajisur me një altoparlant të fuqishëm dhe, përveç kësaj, me një dizajn, pamjen ekskluzive të së cilës e kanë përkujdesur inxhinierët e zërit të markës legjendare Bowers & Wilkins. Altoparlantët me fytyrë lart ju lejojnë të shfrytëzoni sa më shumë teknologjinë Dolby Atmos dhe tweeter qendrore siguron dialog të qartë. Përveç kësaj, altoparlanti është i veshur me një pëlhurë leshi të depërtueshme akustikisht nga Kvadrat, e cila lejon që tingulli të përhapet lirshëm nëpër dhomë. Tingulli DTS Play-Fi - Multi-room është një tipar i dobishëm që ju lejon të lidhni altoparlantë të pajtueshëm me televizorin në çdo dhomë. Edhe kur gatuani drekën në kuzhinë, ju mund të mbani shënim se çfarë po ndodh në filmin tuaj të preferuar. Një atmosferë gjithëpërfshirëse kur shikoni filma, luani lojëra ose dëgjoni muzikë - e gjithë kjo arrihet falë funksionit Ambilight, i cili është drejt në të katër anët e këtij TV. Dritat inteligjente LED në skajet e TV hedhin ngjyra të parashikuara në mur dhe në dhomë në kohë reale. Procesori Philips P5 me inteligjencë artificiale Al siguron që imazhi i përshkruar të jetë një kopje krejtësisht e vërtetë e realitetit. Një algoritëm i bazuar në inteligjencën artificiale me aftësi të thella mësimore përpunon imazhet në një mënyrë të ngjashme me trurin e njeriut, kështu që ajo që shihni është me të vërtetë pasqyrimi më i besueshëm i realitetit. Përmirësimi i imazhit: Rezolucion ultra, gamë e gjerë ngjyrash 99% DCI / P3, Dolby Vision, HDR10 +, Perfect Natural Motion, 6600 PPI, Super Resolution. Sistemi operativ Android TV 9 Byrek. Kapaciteti i memories 16 GB. Mbështetje HbbTV, pauzë TV, regjistrim USB, njohje automatike e pajisjes Philips, buton universal i menusë inteligjente, telekomandë zëri dhe dritë e pasme e butonit. Asistenti i zërit Google Assistant, bashkëpunim me aplikacionin Alexa. Lloji i akorduesit C / T / T2 / S / S2. EPG për 8 ditë, teletekst. Tingull nga Bowers & Wilkins. Fuqia e daljes 70 W. Codec Dolby Atmos, Dolby Digital, DTS-HD. Përmirësimi i zërit: barazuesi me 5 breza , tingulli AI, dialogët e qartë, Dolby Atmos, Dolby Bass Enhancement, Dolby Volume Leveler, modaliteti i natës, niveli automatik i volumit, rritja e basit. Klasa e energjisë B.   ",3477.5,287833
Televizor LG 49NANO86 - 49” (123cm)," Përshkrimi i produktit  Televizori LG 49NANO86 vjen me ekran 49” (123cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, LG mundëson përdorimin e teknologjive si Dolby Vision, HDR10, HLG, LED, Smart që përmirësojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, ka HDMI, audio optike, 3.5 mm jack, LAN, Cl.   ",689.5,287918
"Televizior Sony KD-65XG7077, 65 "" (164cm), 4K UHD, i argjendtë"," Përshkrimi i produktit  Ky televizior sjell një botë me ngjyra dhe detaje realiste në tërësi. Imazhi superior i televiziorit shkon paralelisht me një tingull të jashtëzakonshëm ose performancë të qetë. Ju gjithashtu do të vlerësoni që televiziori juaj gjithashtu mund të sigurojë argëtim. Përpunimi i imazhit 4K X-Reality Pro i Sony rrit rezolucionin e secilit piksel për një pamje krejtësisht të qartë dhe të detajuar me cilësi afër 4K. Pikselët janë analizuar për të siguruar imazhe të mprehta, në kohë reale, në mënyrë që të mund të perceptoni sa më shumë detaje të jetë e mundur. Siç u përmend, përveç imazhit, tingullit dhe performancës së shkëlqyeshme, televiziori gjithashtu mund të sigurojë argëtim. Në këtë rast të veçantë, ofron qasje të shpejtë dhe të lehtë në YouTube me prekjen e një butoni në telekomandë. Ky televizior SMART 65 ” (164 cm) LCD ka një rezolucion 4K UHD (3840 x 2160). Mbështet HDR10 dhe HLG. Mbështet Dolby Digital , Dolby Digital Plus, Dolby Pulse dhe Dolby AC-4. Lidhshmëria: WiFi, lidhja me smartphone. Prodhimi i audios është 10 W + 10 W. Ka një marrës të llojit DVB-C / T / T2 / S / S2. Klasa e efiçiencës së energjisë së televizorit është A.   ",799.5,262083
"Televizior Samsung QE75QN85A - 75 "" (189cm)"," Përshkrimi i produktit  Televizor modern 75 "" SMART Neo QLED TV me rezolucion 4K (3840 x 2160 px) dhe diagonale 189 cm. Frekuenca e panelit 100 Hz. Indeksi i cilësisë së imazhit 4,300. Televiziori mbështet teknologji HDR10, HDR10 +, HLG, Neo QLED, Quantum HDR2000. Lloji i akorduesit DVB -T / T2 / C / S / S2. Përfshin edhe Wi-Fi, Bluetooth, TV Hbb, Tizen OS, DLNA, kontroll zëri, shfletues uebi, EPG, regjistrim USB - PVR, montim në mur. Klasa e energjisë E. Dizajni NeoSlim me vetëm 27 mm dhe një siluetë moderne dhe të hijshme do t'i shtojë hijeshi çdo hapësire. Tregoni stilin tuaj unik. Lidhni celularin tuaj me TV, ndani ekranin në deri në dy seksione të pavarura me funksionin Multi View dhe shijoni edhe më shumë përmbajtje. Për shembull, kur shikoni sporte, gjithashtu mund të shikoni tabela kryesuese ose të kërkoni informacione rreth atletëve.   ",3309.5,312602
"Televizor Sony KD-75XG8096 - 189cm "," Përshkrimi i produktit  Televizior 75 ”SMART 189cm HD me rezolucion 4K UHD (3840 x 2160 piksel), i cili ju ofron një sërë teknologjish të fuqishme që kujdesen për performancën e qetë, foto dhe zë të përkryer realist, si dhe për argëtim. Ekrani Triluminos Përjetoni ndryshimin e imazheve që me të vërtetë përmbushin realitetin dhe rrisin përvojën tuaj të shikimit. Ky ekran mund të riprodhojë përsosmërisht tonet e kuqe, jeshile dhe blu. Android TV dhe kontrolli i zërit Hapni derën për argëtim në shtëpi me këtë Android TV. Me këtë sistem operativ në televiziorin tuaj të menqur, ju mund të gëzoni lehtësisht çdo gjë nga filmat, lojrat, fotot, muzika, interneti dhe aplikacionet tjera, të gjitha në një ekran të madh. Poashtu me kontrollin e zërit ju do ta keni më të lehtë gjetjen e aplikacioneve dhe programeve. Ky televizior mbështet HDR10, HLG, Dolby Digital dhe Dolby Digital Plus. Ai ka qartësi të përmisuar me teknologjinë 4K X-Reality PRO dhe ngjyra të përmisuara me ekranin Triluminos dhe teknologjinë Live Color. Televiziori ka sistem operativ Android me 16GB memorie. Ai ka lidhshmëri Wi-Fi, Bluetooth v4.1 dhe mund të lidhet me telefonat e mencur (video aplikacionet, TV SideView, dhe të ndërtuar ka chromecast). Ai ka lloj të sintonizuesit DVB-C / T / T2 / S / S2.    ",1449.5,256235
"Televizor Sony KD-65AG9, 65"" (164cm), 4K UHD, OLED, i zi/argjendtë"," Përshkrimi i produktit  Sony KD-65AG9 është një televizior OLED 65"" (164cm) me shfaqje të shkëlqyer të imazhit falë rezolucionit 4K UHD (3840 x 2160). Ky televizior 4K ju ofron një gamë të teknologjive të përparuara për të siguruar performancë të qetë, pamje dhe tinguj të përkryer e realist, dhe madje edhe argëtimin tuaj përmes filmave, lojrave, fotove, muzikës, internetit dhe aplikacioneve tuaja të preferuara. Procesori X1 Ultimate ka një përpunim të fuqishëm që njeh qindra objekte të ndryshme në ekran në kohë reale, duke rritur inteligjencën e shkëlqimit, detajit dhe ngjyrës. Imazhi që rezulton është më pas i qartë dhe mbi të gjitha tepër i vërtetë. Në modalitetin Netflix Calibrated, vizioni dhe qëllimi i autorit të imazhit ruhen plotësisht. Ky është një modalitet i zhvilluar posaçërisht për programet Netflix. Ajo që me siguri do të vlerësoni është qasja e shpejtë në Netflix falë një butoni special të vendosur direkt në telekomandë. Ju mund të transmetoni me prekjen e një butoni. Televiziori Sony sjell skenën në jetë me teknologjinë Dolby Vision, e cila përfshin HDR për të krijuar një përvojë të kinemasë tërheqëse dhe të fuqishme menjëherë në shtëpinë tuaj. Kjo teknologji plotësohet në mënyrë të përkryer nga tingulli Dolby Atmos, i cili shton tingullin mahnitës rrethues në këtë pamje të jashtëzakonshme. Përjetoni ndryshimin me një imazh që kalon realitetin dhe rrit përvojën tuaj të shikimit. Ekrani Triluminos riprodhon në mënyrë të përkryer tonet e kuqe, të gjelbërta dhe blu në tonet më të mira, duke i dhënë gjithçkaje një përshtypje të vërtetë. Hapni derën për argëtim në shtëpi me këtë Android TV. Me këtë sistem operativ në televiziorin tuaj SMART, ju lehtë mund të shijoni gjithçka, nga filmat, lojërat, fotot, muzika, Interneti dhe aplikacionet, të gjitha qarta në ekranin e madh. Plus, kontrollet e përmirësuara të zërit e bëjnë më të lehtë dhe të shpejtë kërkimin e shfaqjeve dhe aplikacioneve sesa kurrë më parë. Televiziori mbështet Wi-Fi, Bluetooth v4.2, lidhjen me telefonat e mençur (SideView video dhe aplikacionet e TV, chromecast të integruar). Ka një marrës të llojit DVB-C / T / T2 / S / S2. Klasa e efiçiencës së energjisë është B.   ",2699.5,261916
"Televizor LG 65UN8000 - 65” (164 cm), 4K UHD, i hirtë"," Përshkrimi i produktit  Televizori LG 65UN8000 vjen me ekran 65” (164 cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 pikselë. Posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, LG mundëson përdorimin e teknologjive si HDR10, LED, Smart, të cilat përmisojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, LG ka katër porte HDMI, porte USB, RCA, CI+, port audio për kufje, port audio L/P, RJ-45 LAN dhe port për lidhje me satelit.   ",699.5,312273
"Televizor portativ Sencor SPV 7012T - 10.1""( 25,6cm), WSVGA, i zi"," Përshkrimi i produktit  Sencor SPV 7012T është televizor portativ që ju mundëson të argëtoheni maksimalisht gjatë udhëtimeve të gjata me makinë apo autobus. Aksesori vjen me dizajn kompakt dhe ergonomik të cilin mund ta bartni me vete lehtësisht dhe është pajisur me bateri që ju mundëson funksionalitet afatgjatë për disa orë rresht. Ekrani i televizorit vjen me madhësi diagonale prej 10.1"" (25.6cm) që mban kualitetin WSVGA dhe ka rezolucion prej 1024 x 600 piksela, mban portet USB, audio jack dhe HDMI për lidhje me pajisje tjera, është pajisur me altoparlant me fuqi prej 3 W si dhe ka ngjyrë të zezë.   ",139.5,242978
"Televizor Hitachi 32HE2100, 32 "" (81cm), HD, i zi"," Përshkrimi i produktit  Hitachi 32HE2100 është një televizor modern LED SMART me diagonale 32 ” (81 cm) dhe rezolucion HD. Në këtë televizor, ju mund të shijoni shfaqje të një cilësie të lartë, të mprehtë dhe, mbi të gjitha, të qetë të filmave, serialeve ose dokumentarëve tuaj të preferuar. Televizori është i pajisur me jo vetëm me pamje të shkëlqyera, por edhe tinguj të jashtëzakonshëm pas sistemit të zërit Sound Master Plus që mbështet High Resolution Audio të formatit DTS HD. Televizori mbështet Wi-Fi, kështu që ju të mund të hyni online me televizorin tuaj shpejt, lehtë dhe pa kabllo shtesë. Poashtu, televizori është i pajisur me ndërfaqen e fundit smarTVue. Ju mund të shikoni videot në internet në Youtube, të shijoni Facebook dhe shumë më tepër. Me APP Store, ju gjithashtu mund të instaloni aplikacionet tuaja të preferuara. Ndihmësi i zërit ju lejon të kërkoni përmbajtje me zë me prekjen e një butoni. Thjesht shtypni dhe thoni ato që dëshironi të gjeni. Marrësi i TV është i llojit C / T / T2 / S / S2. Sistemi operativ është Linux. Klasa e efiçiencës së energjisë së televizorit është A +.    ",249.25,277771
"Televizor LG 49UN7300 - 49” (123cm) "," Përshkrimi i produktit  Televizori LG 49UN7300 vjen me ekran 49” (123cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, LG mundëson përdorimin e teknologjive si HDR10, HLG, LED, Smart që përmirësojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, LG ka HDMI, audio optike, RCA, LAN, Cl.   ",507.36,287933
Televizor LG 49NANO80 - 49” (123 cm)," Përshkrimi i produktit  Televizori LG 49NANO80 vjen me ekran 49” (123 cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, LG mundëson përdorimin e teknologjive si HDR10, HLG, LED, Smart që përmirësojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, LG ka HDMI, audio optike, 3.5 mm jack, LAN, Cl.   ",649.32,287921
"Televizor LG 43UN7390, 43"" (108cm), 4K UHD, i zi"," Përshkrimi i produktit   Dizajni dhe funksionet moderne, fotografia dhe tingulli i lartë, të gjitha këto përfaqësohen nga ky televizor LG, i cili do t'ju fitojë mbi 100%. Një imazh 4K është një imazh me ngjyra të gjalla dhe detaje të shkëlqyera, pavarësisht nga lloji i programit që shikohet ose lloji i aktivitetit. Është një rezolucion që e dërgon shikimin e TV në një nivel krejt të ri. Televizori është i pajisur me një procesor të shpejtë dhe të saktë katër-bërthamor që siguron një pamje pa zhurmë me ngjyra dinamike dhe kontrast. Përveç kësaj, siguron që edhe një imazh me rezolucion të ulët të shndërrohet në një rezolucion më të lartë, sa më afër që të jetë e mundur me një imazh 4K. Shndërroni televizorin tuaj LG në një panel kontrolli në shtëpi për të kontrolluar shtëpinë tuaj të mençur me vetëm zërin tuaj. Thjesht bëni një pyetje dhe teknologjitë e ndihmësve inteligjentë Google Assistant dhe Amazon Alexa do të kujdesen për gjithçka! Jeta me LG është kaq e thjeshtë. Zhytni veten në llojet e ndryshme të përmbajtjes në dispozicion në Apple TV +, Netflix dhe LG Channels. Gjithçka qartë në një vend. Thjesht uluni dhe argëtohuni. Ky televizor SMART LED ka një diagonale prej 43 "" (108 cm) dhe rezolucion 4K UHD (3840 x 2160 px). Marrësi është i llojit DVB-C / T / T2 / S / S2. Për imazhin ka teknologjitë: HDR 10 , HLG, kodekun HEVC H.243, VP9, ??HGiG, 4K Upscaler, Auto Low Latency Mode dhe Filmmaker Mode. Sistemi i altoparlantëve është 2.0, fuqia 20 W. Funksionet e mençura dhe të shprëndarjes së përmbajtjes përfshijnë: sistemin operativ WebOS Smart TV, shfletues interneti, përputhshmërinë me aplikacionin LG ThinQ, LG ThinQ, LG Home Dashboard, Apple AirPlay 2, Google Assistant, Amazon Alexa, regjistrimin e transmetimit të TV, lidhjen e tastierës dhe mausit, Bluetooth v5.0, Apple HomeKit, qasjen e shpejtë në aplikacione, lidhjen celulare, Wi-Fi, DLNA dhe Miracast. E përfshirë është telekomanda Magic. Klasa e energjisë është A.   ",429.5,287930
"Televizion Sony KD-55XG8505, 55"" (139cm), 4K UHD, 16 GB "," Përshkrimi i produktit  Me televizionin Sony KD ju mund të gëzoni lehtësisht çdo gjë nga filmat, lojrat, fotot, muzika, interneti dhe aplikacionet, të gjitha në ekranin e madh. Ky televizion vjen me diagonale 55"" me kualitet 4K UHD dhe me rezolucion 3840 x 2160 piksela. Ekrani i Triluminos mund të riprodhojë përsosmërisht tonet e kuqe, jeshile dhe blu në tonet më të mira, duke i dhënë një përshtypje të vërtetë dhe të jashtëzakonshme në imazhe së bashku me Sound from Picture Reality , sjell performancë mahnitëse audio-vizuale. Ky TV vjen me procesorin Processor 4K HDR Processor X1 dhe ofron mbështetje për Dolby Vision dhe Dolby Atmos, WiFi, Bluetooth. Televizioni vjen me kapacitet 16 GB si dhe ofron llojin e sintonizuesit DVB-C / T / T2 / S / S2. dhe klasën e energjisë A.   ",967.73,256224
"Televizor LG 43NANO79 - 43"" (108cm), 4K UHD, i zi"," Përshkrimi i produktit  Televizor SMART LED me diagonale prej 43 "" (108 cm) dhe rezolucion 4K UHD (3840 x 2160 px). Lloji i ekranit Real 4K NanoCell. Procesori: 4-bërthamor 4K. Lloji i marrësit: DVB-C / T / T2 / S / S2. HbbTV. Televizori mbështet HDR 10, kodekun HLG, HEVC H.265, VP9, AV1, Nano Color, HGiG, 4K upscaler, modalitetin ALLM dhe Filmmaker. Sistemi i altoparlantëve është 2.0, fuqia 20 W, teknologjitë Dolby Atmos dhe Ultra Surround. Karakteristikat inteligjente: shfletuesi i internetit, pajtueshmëria me aplikacionet LG ThingQ dhe LG Home Dashboard, sistemi operativ webOS Smart TV. Përveç kësaj karakteristikat tjera janë: Google Assistant, Apple AirPlay 2, regjistrimi i programit televiziv, lidhja e tastierës dhe mausit, Bluetooth v5.0, Amazon Alexa, Apple HomeKit, qasje e shpejtë në aplikacione, lidhja me celularë, mbështetja për Wi-Fi, DLNA dhe Miracast. Me këtë televizor në pako vjen edhe telekomandë. Klasa e energjisë është A.   ",546.59,300628
"Televizor Sencor SLE 2471TCS - 24” (60 cm) "," Përshkrimi i produktit  Televizori Sencor SLE 2471TCS vjen me ekran 24” (60 cm) me kualitet HD dhe rezolucion 1366 x 768 pikselë. Posedon altoparlantë të integruar me fuqi 6 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, Sencor mundëson përdorimin e teknologjive si LED që përmirëson dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, Sencor ka porte HDMI, RCA, USB, CI+, dhe port audio për kufje.   ",148.32,306258
Televizor Philips 32PHS5505 - 80cm," Përshkrimi i produktit  Ka televizor ndërhturr një varg tiparesh të përsosura teknologjike për argëtimin tuaj maksimal. Ka diagonale 32 inç dhe ofron pamje fantastike të detajizuara me rezolucion 1366 x 768 (HD) ndërsa përveç vizualitetit edhe pjesa e audios është e pastër dhe e fuqishme me kapacitet 10W. Televizori ka marrës të tipit DVB-C, DVB-S2, DVB-T2 (HEVC) dhe teknologji LED. Lidhet me pajisje përmes konektorëve HDMI, USB, jack 3.5 mm, audios optike dhe Cl. Mund të montohet edhe në mur. Ka energji të klasit A.   ",228.62,287832
"Televizior Samsung QE55QN85A - 55 "" (138cm)"," Përshkrimi i produktit  Televizor modern 55 "" SMART Neo QLED TV me rezolucion 4K (3840 x 2160 px) dhe diagonale 138 cm. Frekuenca e panelit 100 Hz. Indeksi i cilësisë së imazhit 4,300. Televiziori mbështet teknologji HDR10, HDR10 +, HLG, Neo QLED, Quantum HDR2000. Lloji i akorduesit DVB -T / T2 / C / S / S2. Përfshin edhe Wi-Fi, Bluetooth, TV Hbb, Tizen OS, DLNA, kontroll zëri, shfletues uebi, EPG, regjistrim USB - PVR, montim në mur. VESA 200 x 200 mm. Klasa e energjisë F. Dizajni NeoSlim me vetëm 27 mm dhe një siluetë moderne dhe të hijshme do t'i shtojë hijeshi çdo hapësire. Tregoni stilin tuaj unik. Lidhni celularin tuaj me TV, ndani ekranin në deri në dy seksione të pavarura me funksionin Multi View dhe shijoni edhe më shumë përmbajtje. Për shembull, kur shikoni sporte, gjithashtu mund të shikoni tabela kryesuese ose të kërkoni informacione rreth atletëve.   ",1872.5,312605
Televizor LG 49UN7100 - 49” (123cm)," Përshkrimi i produktit  Televizori LG 49UN7100 vjen me ekran 49” (123cm) me kualitet 4K UHD dhe rezolucion 3840 x 2160 piksel. Ky televizor posedon altoparlantë të integruar me fuqi 20 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, LG mundëson përdorimin e teknologjive si HDR10, HLG, LED, Smart që përmirësojnë dhe shfaqin imazhe sikurse të ishin reale. Si pjesë përbërëse, LG HDMI, audio optike, RCA, LAN, Cl.   ",398.5,287940
"Televizor Strong SRT24HC4023 - 24” (61 cm), HD, i zi"," Përshkrimi i produktit  Televizori Strong SRT24HC4023 vjen me ekran 24” (61 cm) me kualitet HD dhe rezolucion 1366 x 768 pikselë. Posedon altoparlantë të integruar me fuqi 6 W të cilët prodhojnë zë kumbues dhe tejet të qartë, si dhe marrës të llojit DVB-C, DVB-S2, DVB-T2 (HEVC). Të veçantat e këtij televizori janë mundësitë e incizimit të programeve dhe filmave tuaj të preferuara përmes memorieve USB, të shfletoni online, zmadhoni apo zvogëloni imazhet sipas dëshirës, hapni aplikacione të ndryshme dhe të përdoni Youtube. Poashtu, Strong mundëson përdorimin e teknologjive si LED që përmirëson dhe shfaq imazhe sikurse të ishin reale. Si pjesë përbërëse, Strong ka porte HDMI, porte USB, RCA, CI dhe port audio për kufje.    ",125.87,306410
"Televizor LG OLED55BX - 55"" (139cm), 4K UHD, i zi"," Përshkrimi i produktit  Televizor SMART OLED me diagonalen e ekranit 55 "" apo 139 cm dhe rezolucion 4K UHD (3840 x 2160 px). Vjen me procesor a7 4K gjen3 Al. Lloji i marrësit është: DVB-C / T / T2 / S / S2. HbbTV. Karakteristikat e imazhit përfshijnë: HDR10, Dolby Vision, HLG, kodek HEVC H.265, VP9, AV1, Auto Low Latency Mode (ALLM), FilmMaker Mode, Advanced HDR by Technicolor, HFR, Perfect Color, G-Sync, FreeSync, HGiG. Karakteristikat e zërimit përfshijnë: 2.2K, fuqi 40 W, Dolby Atmos, OLED Surround, mbështetje për WiSA, Simplink, altoparlantë wireless Bluetooth, sinkronizimin wireless audio, akordimin e audios me një prekje, eARC / ARC. Ky televizor SMART posedon edhe: shfletues interneti, pajtueshmëri me aplikacionin LG ThinQ, webOS Smart TV, LG ThinQ dhe LG Home Dashboard, Google Assistant, Amazon Alexa, Apple AirPlay 2, mundësi regjistrimi, lidhje të tastierës dhe mausit, Bluetooth v5.0, Apple HomeKit. Ai ofron qasje shumë të shpejtë në aplikacione dhe lidhje me celular. Mbështet DLNA, Miracast, Wi-Fi. Telekomanda AN-MR20BA dhe mbajtësja VESA 300 x 200 janë të përfshira gjithashtu. Klasa e energjisë është A.    ",1149.5,300620
