Title,Description,Price,PCode
Kamerë Nikon D7500 + 18-140 VR," Përshkrimi i produktit  Nikon D7500 është kamerë digjitale e kualiteti të lartë që kombinon dizajnin e bukur, përdorimin e lehtë dhe teknologjinë më të fundit me karakteristikat e saja për t'ju mundësuar që të kapni fotografitë më të bukura dhe të inçizoni momentet më të rëndësishme. Me madhësinë kompakte kamera është shoqëruesi i përsosur në çdo vend që shkoni.Kamera është pajisur me senzorin CMOS që mban 20.9 megapiksela dhe arrinë ndjeshmëri nag 200 deri në 25,600 ISO, ka të integruar ekranin me prekje (touch) LCD me madhësi 3.2"", mban portet microUSB, microHDMI-D dhe hapësirën SDHC për lidhje me pajisje tjera dhe mban baterinë me kapacitet prej 1400 mAhPos kësaj, kamera ka ngjyrë të zezë dhe në pako me të vjen lensi 18-140 VR.   ",1619.04,238497
"Kamerë digjitale Canon EOS 2000D + lente EF-S 18-135mm IS "," Përshkrimi i produktit  Canon paraqet kamerën digjitale kompakte EOS me një lente me refleks, duke u ofruar të gjithë entuziastëve cilësinë dhe shpejtësinë. Procesori më i avancuar i imazhit DIGIC 4+ me senzor APS-C me rezolucion prej 24.1 milion px, që ka një sipërfaqe prej 19x më të madhe se shumë celularë inteligjentë, atëherë ju lejon të kapni histori me një sfond të bukur të paqartë, madje edhe në kushte të pafavorshme ndriçimi. Fotografitë që rezultojnë mund të demonstrojnë plotësisht veçantinë e tyre. Fotot e marra paraqiten në ekranin me prekje 3 "" me kënd shikimi 170 °. Kjo kamerë mundëson kapjen e videove në Full HD, mbështet teknologjinë Wi-Fi dhe ka një mori karakteristikash të tjera - të gjitha për t'ju ofruar cilësi më të mirë të imazheve. Kamera është e përshtatshme për kapjen e të gjitha momenteve të rëndësishme në sajë të fokusimit automatik të saktë dhe të përgjegjshëm. Përveç kësaj, me 3 korniza për sekondë, imazhet do të jenë shumë të sakta. Këto aftësi janë të mirëpritura gjatë ndeshjeve sportive apo gjatë lëvizjes. Nëse keni nevojë të krijoni shpejt një foto të përsosur, por nuk i dini cilësimet e duhura, le të veprojë automatikisht skena inteligjente për ju. Çdo gjë është e thjeshtë dhe e lehtë. Kamera ka 11 funksione përdorimi, 25 gjuhë, ndërfaqe USB dhe dalje mini HDMI. Kamera ofron mbështetje për kartat e memories SD, SDHC ose SDXC. Ajo ka bateri të rikarikueshme Li-ion LP-E10. Përmasat e saj janë: 129 x 101.3 x 77.6 mm. Pesha: 475 g. Paketa përfshin lenten Canon EF-S 18-135 mm IS.   ",850.08,233181
"Kamera Canon EOS M200 + EF-M 15-45mm IS STM + EF-M 55-200mm IS STM, i zi"," Përshkrimi i produktit  Produkti në fjalë paraqet një kamera të kualitetit mëse të lartë nga kompania e njohur Canon. Ky produkt dallohet me një cilësi dhe qëndrueshmëri tejet të madhe si edhe me një dizajn të bukur dhe mëse elegant. Mundëson imazhe të rezolucionit të lartë si edhe videon 4K. Njëkohësisht ofron port për SD kartë si edhe për lidhje me HDMI. Mbështet punën me internet si edhe me Bluetooth dhe po ashtu ekrani në kamera është touchscreen dhe ofron një mori opsionesh.    ",790.56,271216
"Kamerë digjitale Fujifilm X-T30 + lente XF18-55 mm, e hirtë"," Përshkrimi i produktit  Kjo kamerë digjitale ka senzor SMOS 26.1 që mbështet teknologjinë BSI. Kamera mbështet poashtu kartelat SD / SDHC / SDXC. Ofron fotografi në format JPEG dhe RAW. Ka kohëmatës 10s / 2s dhe blic të integruar. Mund të xhironi video në rezolucion 4K. Ka procesor X me katër bërthama. Ekrani 0.39'' OLED ka rezolucion 2.36 milionë pikselë. Lidhet me WiFi, Bluetooth 4.2 dhe ka bazë alumini me përmasa 118.4 x 82.8 x 46.8 mm. Peshon 383 g. Pako përfshin lente objektive XF 18-55 mm.    ",1305.12,273495
"Fotoaparat Sony Alpha 6600, i zi"," Përshkrimi i produktit  Kamer e fuqishëme pa pasqyrë me sensorin APS-C BSI CMOS me rezolucion 24.2 MPx dhe procesor imazhi BIONZ X. Stabilizimi i imazhit me 5 boshte. Ndjeshmëria e lartë ISO shkon nga 100 në 102.400. Sony E. Bayonet 11 fps me vrojtim të mëvonshëm, 8 fps me vrojtim në kohë reale dhe vonesë minimale të ekranit deri në 116 fps. në seri në JPEG. Tregues i kuadrit elektronik optik 0.39 “. Fokusimi i sistemit 4D Fokus. Fokusi hibrid në 0.02 sek. Numri i pikave AF 425. Zbulimi i fytyrës. Histogram. Vetë-kohëmatës 2/5/10 sekonda. Mënyrat e skenës. Kontrolli i largët. Video 4K HDR / 30 fps. Shkrepjet në kohë. Formati i videos AVCHD, H.264, XAVC S. Wi-Fi. Ndërfaqja: port i kufjeve, hyrja e mikrofonit, mikro USB, mikro HDMI. Mbështet kartat e kujtesës SD, SDHC dhe SDXC. JPEG, RAW. Ekran me pjerrësi 3 inç, 180 ° lart dhe 75 ° poshtë. Bateria NP-FZ100 për rreth 810 shkrepje. Trup i qëndrueshëm i magnezit. Dimensionet 120 x 66.9 x 69.3 mm. Pesha 503 g.   ",1727.52,273948
"Kamerë Sony Cybershot DSC-RX100M5A, e zezë"," Përshkrimi i produktit    ",900.96,246425
"Kamerë digjitale Kodak Friendly zoom FZ101, e zezë"," Përshkrimi i produktit   Mbani kujtime të jetës së përditshme me Kodak Friendly Zoom FZ101. E pajisur me një senzor të fuqishëm 16.15 MP x 1 / 2.3"" CCD., kjo kamerë ju lejon të shkrepni detaje të imta, edhe nga distanca me zmadhim optik 10x. Kamera përdoret lehtë dhe ka veti të shumta, ekran LCD 2.7 ” dhe regjistrim të vazhdueshëm 720p. Mos u limitoni nga gjerësia, me lenten 25 mm me kënd të gjerë, mos u brengosni që dikush do të mbetë jashtë fotografisë. Karakteristikat e vlefshme përfshijnë: modalitetin panoramik, modalitete kreative dhe filterët. Karakteristikat kryesore: Kamerë me zmadhim optik 10x, zmadhim digjital 6x dhe të kombinuar 60x me senzor kualitativ 16.15 MPx 1 / 2.3"" CCD , regjistrim video me rezolucion 720p ose me stabilizim digjtal të figurës (OIS), me mbështetje për HDR dhe ekran 2.7"" LCD. Lentja ka gjatësi fokale 4.5 mm - 45 mm. 35 mm ekuivalente: 25 mm - 250 mm. Aperturë f / 3.6-f / 6.7. Dizajn me 8 elemente në 8 grupe. Funksion detektimi për: fytyrë, butëqeshje, mbyllje syri. Shumë modalitete dhe skena (peisazh, sport, fishekzjarre, fëmijë, panorama deri në 180 °, etj.), reduktim të syrit të kuq. ISO 80-1600. Shkrepje sekuenciale. Ndriçim. Ndërfaqet: AV-OUT / USB 2.0 (Micro 5 pin USB). Ofron mbështetje për kartë memorike. Operon me 2x bateri AA / 2x bateri AA NiMH me jetëgjatësi afërsisht 120 shkrepje. Dimenzionet janë 13.3 x 74.0 x 44.8 mm. Pesha 209 g.   ",115.15,231177
"Kamerë Canon PowerShot SX70 HS, e zezë"," Përshkrimi i produktit  Kjo kamerë ka procesor imazhi DIGIC 8 dhe sensor CMOS 20.3 MPx 1 /2.3. Ofron zmadhues optik 65 x dhe 130x ZoomPlus dhe 260x të kombinuar. Ekrani LCD është 3 inç dhe përmban edhe blic. Mbështet formatet JPEG dhe RAW, ka konektor ??USB (që përputhet me Mini-B), HDMI Micro (type D). Mbështet edhe Wi-Fi dhe kartelat e memories SD, SDHC dhe SDXC. Bateria është e rikarikueshme.    ",699.36,269258
"Fotoaparat SONY ALPHA 6500, i zi "," Përshkrimi i produktit  Produkti në fjalë është një fotoaparat me sensor CMOS 24.2 MPx dhe procesor DIGIC 7. Produkti mundëson fotografim të vazhdueshëm me opsionin AutoFocus dhe kontrollim përmes telefonit tuaj të mençur. Për bartje të lehtë të të dhënave, mund ta përdorni teknologjinë e integruar Wi-Fi, Bluetooth dhe NFC. Me këtë fotoaparat, ju nuk do ta humbisni as edhe një moment të rëndësishëm dhe të gjitha fotografitë tuaja do të jenë mahnitëse dhe me detaje të theksuara. Produkti ofron mbështetje për: Memory Stick PRO Duo, Memory Stick PRO-HG Duo, microSD, microSDHC, microSDXC, SD, SDHC, SDXC dhe vjen në ngjyrë të zezë.   ",1638.24,208170
Kamerë për veturë MIO MiVue 785 GPS," Përshkrimi i produktit  Me kamerën MiVue 785, ju gjithmonë do të keni prova se çfarë në të vërtetë ndodhi në rrugë. Kjo kamerë moderne dhe me cilësi të lartë posedon rezolucion Full HD 1080p në 30 fps. Ka një ekran touchscreen prej 2.7'' me kënd 140°. Ka alarme të kamerës për rritje të shpejtësisë. Hapësirë për kartë microSD deri në 128GB (20 orë regjistrim i pandalur). Xhamin optik F2.0 për pamje të mrekullueshme gjatë natës. Posedon edhe GPS.    ",172.32,216106
"Fotoaparat Canon EOS M50, i zi + lente EF-M 15-45mm IS STM & EF-M 55-200mm IS STM "," Përshkrimi i produktit  Canon EOS M50 ka senzor CMOS APS-C 24.2 MPx dhe procesor të imazhit DIGIC 8, fokusim AF me saktësi të dyfishtë dhe video 4K. Posedon dritë ndihmëse AF. Kjo kamerë ju lejon shkrepje të vazhdueshme me 10 korniza për sekondë, poasht ka zbulim elektronik të pamjeve duke përdorur teknologjinë OLED 0.39 të përbërë prej përafërsisht 2360000 pikave. Natyrisht, ka një ekran me prekje LCD 3 "", blic të integruar, reduktim të syve të kuq, vetëkontrollues, shumë mënyra për fotografi të shkëlqyera (filtra krijues, portret, detaje, sport, ushqim, panoramë, skenë natën, etj.). Mbështet formatet RAW dhe JPEG. Ka karakteristika të personalizuara: 9 butona të funksioneve të personalizueshme. Modulet e meta: informacioni i përdoruesit për të drejtat e autorit, zmadhim 15 herë dhe mbështetje deri në 29 gjuhë. Ka ndërfaqe si: Hi-USB me shpejtësi të lartë, portë HDMI (micro-tip D), Wi-Fi, Bluetooth dhe NFC. Mbështet kartat e memories SD, SDHC dhe SDXC. Poashtu mundëson printimin direkt. Përmasat e kamerës janë: 116.3 x 88.1 x 58.7 mm. Peshon përafërsisht 387 g. Të përfshira gjithashtu janë lentet EF-M 15-45 mm IS STM dhe EF-M 55-200 mm, f / 4.5-6.3 IS STM. Rezolucioni i videos: 4K - 3840 × 2160 (23.98, 25 kps); Full HD - 1920 × 1080 (59.94, 50, 29.97, 25, 23976 ks); HD - 1280 × 720 (119.9, 100, 59.94, 50 kps).    ",1105.44,233202
Kamerë digjitale Canon PowerShot ZOOM," Përshkrimi i produktit  Kjo kamerë xhepi ka zmadhim ultra të madh dhe sensor CMOS 12 MPX. Videot regjistrohen në rezolucion Full HD si dhe mbështet kartat e memories MicroSD / microSDHC / microSDXC. Ka bateri të rikarikueshme Li-ion për 150 shkrepje. Përfshin edhe rrip praktik të dorës.    ",414.24,310191
"Fotoaparat Sony Cybershot DSC-W830i, vjollcë"," Përshkrimi i produktit  Fotoaparati Sony Cybershot DSC-W830i është i lehtë për tu përdorur edhe nga fillestarët, mund ta merrni kudo dhe gjithmonë do ju ndihmoj të bëni fotografi të kualitetit shumë të lartë me përplot detaje. Më të, mundeni shumë lehtë t'i arrini rezultatet e dëshiruara pasi qe fotoaparati rregullon gjithçka në mënyrë automatike. Fotoaparati gjithashtu ofron një mori efektesh kreative që mund t'i përdorni për fotografitë apo videot e juaja. Rezolucioni i tij është 20.1 MP, ka sensor special Super HAD CCD 1 / 2.3 (7.76mm) ndërsa lentat kanë gjatësi fokale 4.6 - 23 mm. Fotografitë dhe videot ruhen në MS Duo, MS PRO, MS PRO HG Duo, MS XC-HG Duo, SD, SDHC dhe SDXC. Dimensionet e fotoaparatit janë 93.1 x 52.5 x 22.5 mm dhe peshon 120 g së bashku me shtesat tjera.   ",145.44,145554
"Fotoaparat Panasonic DMC-TZ80, i argjendtë"," Përshkrimi i produktit  Panasonic DMC-TZ80 është një ndër fotoaparatet shumë të fuqishme me zmadhim 30x dhe me kamerë 18.1 MP e cila çmohet nga të gjithë ata që udhëtojnë. Ka një dizajn kompakt, me stil dhe është shumë i lehtë për tu bartur. Në mënyrë që të mënjanohet turbullirat në foto nga dridhjet e dorës gjatë fotografimit, ky aparat përdor stabilizuesin HYBRID OIS+ i cili mundëson që fotografitë të jenë të mprehta dhe të qarta. Gjithashtu, ky fotoaparat ofron gjithashtu mundësinë e incizimit te videove me rezolucion 4H (3840 x 2160). Ndërsa këto fotografi dhe video ruhen në MS dhe SD, SDHC, SDXC. Dimensionet e fotoaparatit janë 112 x 64 x 38 mm dhe peshon 240 g.    ",329.76,187231
"Kamerë Kodak Friend FZ53, e kaltër"," Përshkrimi i produktit  Kamera Kodak Friendly zoom FZ53, blu e pajisur me një CCD të fuqishëm 16.15 MP, MPx sensor 1 / 2.3 ""CCD, video regjistrimi në 720p ose me stabilizim optik të imazhit dhe një ekran LCD 2.7"" me rezolucion të lartë dhe menu çeke. ju lejon të kapni detajet më të mira me zmadhim optik 5x. E lehtë për t'u përdorur, me një gamë të gjerë cilësimesh dhe funksionesh, stabilizim optik të imazhit, një LCD me ekran 2.7 inç, lente me kënd të gjerë 28mm dhe regjistrim video të qetë HD. Karakteristikat e imazhit panoramik deri në 180 °, zbulimi i fytyrës, buzëqeshja, ndriçimi dhe shumë më tepër. Reduktimi i syve të kuq. ISO 80 - 1600. Shkrepje sekuenciale. Memoria e brendshme përafërsisht 8 MB. Mbështet kartat e memories SD, SDHC deri në 32GB dhe mbështet eye-fi, pictBridge dhe exifPrint. Ndërfaqja USB 2.0. Li-Ion Bateri LB-012 700 mAh me një jetë prej rreth 200 foto. Dimensionet 91.5 x 56.5 x 22.6 mm. Pesha 106 g.   ",117.03,225403
Kamerë Mio MiVue 826 WiFi," Përshkrimi i produktit  Me kamerën e re MiVue 826 me dizajn elegant dhe të lehtë, do të bëhet bashkë-shoferi juaj ideal dhe do t'ju japë një eksperiencë të sigurt gjatë vozitjes. Kamera do të regjistrojë rrugën tuaj dhe do të veprojë si dëshmitar okular në rrugë. Aksesori inçizon në rezolucion 1920 x 1080 (60fps) në kodeksin H.264 si dhe posedon ekran 2.7''. Përveç kësaj kamera posedon një memorie me kapacitet 256GB dhe dimensione: 62.3 x 87.5 x 42mm.    ",174.37,283021
